term,canonical,occurrences,files,in_glossary,sample_files
"shipment","shipment",332,68,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html"
"shipment-ready","shipment-ready",2,1,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html"
"ShipmentMirror","shipmentmirror",15,5,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html"
"shipments","shipments",6,4,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html"
"ShipPacket","shippacket",4,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-27.html"
"shipped","shipped",4,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html"
"Shipping","shipping",219,77,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html"
"Shipping-Packing","shipping-packing",24,7,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"ShipRelease","shiprelease",100,8,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html"
"shock","shock",3,3,false,"03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html | 10-Training-Academy\01-Competency-System\02-Levels\04-C04-Cross-Dept-Communication\C04-L2.html | 10-Training-Academy\01-Competency-System\02-Levels\05-C05-Customer-Service-B2B\C05-L1.html"
"shoe","shoe",4,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-711-cleanroom-entry-and-gowning.html"
"shop","shop",63,51,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html"
"shop-floor","shop-floor",11,4,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-115-epicor-transaction-and-interface-map.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html"
"shopfloor","shopfloor",41,27,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-and-packaging-supervisor.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html"
"short","short",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-605-final-inspection-coc-and-shipment-release-handoff.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-401-supplier-risk-model-and-scorecard-method.html"
"short-run","short-run",7,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-604-spc-and-capability-control.html"
"shortage","shortage",42,15,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html"
"shortcut","shortcut",4,4,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\10-JD-IT\jd-epicor-system-administrator.html"
"ShortName","shortname",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-24.html"
"show","show",2,1,false,"10-Training-Academy\01-Competency-System\02-Levels\13-C13-Risk-Revision-Control\C13-L4.html"
"shutdown","shutdown",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-516-machine-operation-quick-card.html"
"side","side",4,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html"
"sign","sign",7,3,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html | 10-Training-Academy\04-Templates-Tools\authorization-library.html | 10-Training-Academy\04-Templates-Tools\role-roadmaps.html"
"sign-off","sign-off",70,32,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-108-operational-contingency-plan.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"sign-out","sign-out",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-602-gage-pre-use-verification-and-status-control.html"
"signage","signage",2,2,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-803-ppe-and-hazard-matrix.html"
"signal","signal",14,9,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html"
"signals","signals",5,3,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html"
"signature","signature",2,1,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html"
"signed","signed",5,4,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-116-m365-folder-structure-blueprint.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-133-excel-form-desktop-excel-endpoint-baseline-and-macro-trust-rollout.html"
"signer","signer",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-605-final-inspection-coc-and-shipment-release-handoff.html"
"signoff","signoff",19,11,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html"
"silent","silent",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html"
"silicone","silicone",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html"
"Simple","simple",3,3,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-303-engineering-release-baseline-package-and-job-snapshot-control.html"
"simulation","simulation",54,17,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-511-machine-type-quick-reference.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-512-3-axis-vertical-milling-guide.html"
"Single","single",32,18,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-customer-service.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html"
"single-block","single-block",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-513-5-axis-milling-guide.html | 03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html"
"single-point-of-failure","single-point-of-failure",4,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html | 03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-801-competency-levels-and-certification-rules.html"
"Single-source","single-source",2,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-403-approved-processor-list.html"
"sinh","sinh",413,182,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html"
"sister","sister",4,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-516-machine-operation-quick-card.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-301-setup-sheet-and-tool-list-standard.html"
"site","site",85,24,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-105-organizational-knowledge-management.html"
"size","size",17,13,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-dfm-engineer.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html"
"skeleton","skeleton",5,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"Skill","skill",66,47,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qa-manager.html"
"SKILL-MATRIX-BONUS","skill-matrix-bonus",2,1,false,"10-Training-Academy\01-Competency-System\01-Framework\skill-matrix-bonus.html"
"slide","slide",9,8,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-qa-manager.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-110-dashboard-kpi-dictionary-and-data-model.html | 10-Training-Academy\01-Competency-System\02-Levels\05-C05-Customer-Service-B2B\C05-L3.html"
"slot","slot",20,12,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html"
"slug","slug",4,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-517-setup-changeover-smed-standard-work.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-116-m365-folder-structure-blueprint.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-138-excel-form-editorial-consistency-audit-and-final-repair-register.html"
"smear","smear",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html"
"snapshot","snapshot",194,45,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-it-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html"
"SnapshotID","snapshotid",17,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html"
"snapshots","snapshots",6,4,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-202-daily-management-tier-meetings-kpi-and-escalation.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-116-m365-folder-structure-blueprint.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-24.html"
"sniff","sniff",5,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-715-helium-leak-test-standard-work.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-132-excel-form-download-only-runtime-rollout-and-server-checklist.html"
"SoD","sod",46,12,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-it-handbook.html"
"soft","soft",6,6,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-504-program-release-setup-first-piece-changeover-and-work-transfer-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-512-3-axis-vertical-milling-guide.html"
"soft-jaw","soft-jaw",6,6,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html | 10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L1.html | 10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L2.html"
"software","software",5,5,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-general-ledger-and-payroll-accountant.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-105-organizational-knowledge-management.html"
"soi","soi",6,5,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-505-finishing-deburr-and-secondary-operations-control.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-901-internal-audit-and-lpa.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-601-visual-inspection-and-defect-classification.html"
"solution","solution",12,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-712-ultrasonic-cleaning-standard-work.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html"
"solvent","solvent",4,3,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-715-helium-leak-test-standard-work.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-716-vacuum-compatible-clean-build-and-bagging.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html"
"Solving","solving",11,11,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-internal-auditor-outsource.html"
"song","song",88,34,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-it-handbook.html"
"SoR","sor",138,45,true,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-it-handbook.html"
"sort","sort",22,8,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-603-aql-sampling-inspection.html"
"source","source",232,68,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html"
"source-of-record","source-of-record",9,4,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-101-role-based-access-map.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-104-org-chart-fullpage.html"
"source-only","source-only",2,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-403-approved-processor-list.html"
"source-status","source-status",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html | 03-Tai-Lieu-Van-Hanh\03-Reference\04-ANNEX-400\annex-401-supplier-risk-model-and-scorecard-method.html"
"SourceID","sourceid",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-03.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-17.html"
"SourceRecordID","sourcerecordid",2,2,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html"
"sourcing","sourcing",3,2,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-122-kpi-cascade-dictionary.html"
"spacer","spacer",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-714-clean-packaging-handling-and-preservation.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html"
"spare","spare",24,3,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-maintenance-technician.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\08-WI-800\wi-801-cnc-poka-yoke-examples.html"
"SPC-lite","spc-lite",2,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\02-WI-200\wi-201-quality-gates-hold-points-and-release-execution.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-603-quality-package-levels-qpl.html"
"spec","spec",262,83,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cleaning-packaging-technician.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-dfm-engineer.html"
"special","special",217,85,false,"02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html"
"Specialist","specialist",55,20,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-maintenance-technician.html"
"Specific","specific",7,4,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-customer-service.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html"
"specification","specification",6,4,true,"03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-604-control-plan-guide.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-605-spc-lite-and-reaction-plan.html | 03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-702-packaging-labeling-spec.html"
"speed","speed",6,6,false,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html | 10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html"
"spend","spend",2,2,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html | 10-Training-Academy\01-Competency-System\02-Levels\18-C18-Supply-Chain\C18-L3.html"
"spike","spike",4,4,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-715-helium-leak-test-standard-work.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html"
"spill","spill",3,2,true,"03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-802-incident-near-miss-and-ehs.html | 03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-803-ppe-and-hazard-matrix.html"
"spindle","spindle",17,12,true,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-512-3-axis-vertical-milling-guide.html"
"splash","splash",4,1,false,"03-Tai-Lieu-Van-Hanh\03-Reference\08-ANNEX-800\annex-803-ppe-and-hazard-matrix.html"
"split","split",50,24,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-logistics-shipping-coordinator.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-201-order-fulfillment-rfq-to-cash.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html"
"split-lot","split-lot",4,4,false,"02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-planner.html | 03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html | 10-Training-Academy\01-Competency-System\02-Levels\09-C09-Time-Management\C09-L3.html"
"sponsor","sponsor",3,2,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html | 03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html"
"spot","spot",6,4,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-712-ultrasonic-cleaning-standard-work.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html | 10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html"
"spot-audit","spot-audit",2,1,false,"10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html"
"spot-check","spot-check",30,5,false,"03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html | 03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-135-excel-form-periodic-integrity-audit-and-control-cadence.html"
"spread","spread",3,2,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-604-spc-chart-use-process-capability-and-reaction.html | 03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-605-spc-lite-and-reaction-plan.html"
"SSee","ssee",8,1,false,"03-Tai-Lieu-Van-Hanh\02-Work-Instructions\06-WI-600\wi-605-final-inspection-coc-and-shipment-release-handoff.html"
"SSOTPath","ssotpath",2,2,false,"03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-108-m365-lists-and-field-mapping.html | 03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\annex-109-power-automate-flows-and-approvals-spec.html"
"stability","stability",41,25,true,"02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-production-planner.html | 02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html"
